codigo_osinergmin,marca,zona,distrito,direccion,lat,lon,premium_lista,descuento,premium_final,regular_lista,diesel_lista
"18819","Repsol","LIMA","LA VICTORIA","AV. PASEO DE LA REPUBLICA N° 301","-12.060077","-77.035","26.99","3","23.99","23.99","27.99"
"6826","Repsol","LIMA","LA MOLINA","AV. RAUL FERRERO N° 1313B CON CALLE LAS RETAMAS URB. LOS SIRIUS I ETAPA","-12.091892","-76.95277","26.99","3","23.99","23.99","27.99"
"7247","Repsol","LIMA","LA MOLINA","AV. LA MOLINA N° 2880, URB. EL SAUCE DE LA RINCONADA","-12.08539","-76.88673","26.99","3","23.99","23.99","27.99"
"9577","Repsol","LIMA","LA MOLINA","AV. LA MOLINA N° 1310 (EX AV. LA UNIVERSIDAD N° 210)","-12.075269","-76.95524","26.99","3","23.99","23.99","27.99"
"6876","Repsol","LIMA","BARRANCO","AV. REPUBLICA DE PANAMA N° 290","-12.139188","-77.01759","26.99","3","23.99","23.99","27.99"
"14622","Repsol","LIMA","ATE","AV. EVITAMIENTO N° 1904 MZ. B LOTES 1-6, URB. LOS PARQUES DE MONTERRICO","-12.077261","-76.97616","26.99","3","23.99","23.99","27.99"
"13930","COESTI (Primax)","LIMA","SANTIAGO DE SURCO","AV. ANGAMOS ESTE N° 1159 (ANTES: AV. PRIMAVERA N° 1159), URB. VALLE HERMOSO DE MONTERRICO","-12.110064","-76.97733","25.49","1","24.49","23.19","25.59"
"18871","Repsol","LIMA","SAN BORJA","AV. PRIMAVERA N° 1095, ESQUINA CON CALLE CANARIAS N° 101","-12.110211","-76.97985","27.49","3","24.49","23.99","27.99"
"19963","Repsol","LIMA","MIRAFLORES","AV. DEL EJERCITO N° 290","-12.117488","-77.04406","27.49","3","24.49","23.99","27.99"
"6759","AVA (Global Fuel)","LIMA","VILLA MARIA DEL TRIUNFO","AV. PACHACUTEC N° 2334","-12.1682205","-76.951294","24.59","0","24.59","22.99","25.99"
"18821","AVA (Global Fuel)","LIMA","MIRAFLORES","AV. BENAVIDES N° 2849","-12.128552","-77.00471","24.59","0","24.59","21.89","26.99"
"7086","Repsol","LIMA","SANTIAGO DE SURCO","AV. PROLONGACION PRIMAVERA N° 1120 MZ. P LT. 1-2","-12.110493","-76.97971","27.95","3","24.95","23.95","27.99"
"8157","AVA (Global Fuel)","LIMA","SANTA ANITA","AV. SANTIAGO DE CHUCO N° 501 ESQUINA CON AV. APURIMAC – COOPERATIVA UNIVERSAL","-12.042799","-76.970795","24.99","0","24.99","23.59","26.99"
"17946","Repsol","LIMA","SANTIAGO DE SURCO","AV. EL DERBY N° 109 ESQUINA CON AV. EL POLO","-12.098924","-76.97078","27.99","3","24.99","24.99","27.99"
"15215","Repsol","LIMA","MIRAFLORES","AV. 28 DE JULIO N° 904","-12.129528","-77.02349","27.99","3","24.99","23.99","27.99"
"15234","Repsol","LIMA","MIRAFLORES","AV. DEL EJERCITO N° 1295","-12.11058","-77.05126","27.99","3","24.99","23.99","27.99"
"7039","Repsol","LIMA","MIRAFLORES","AV. ANGAMOS OESTE N° 1685","-12.110712","-77.04632","27.99","3","24.99","24.49","27.99"
"7130","Repsol","LIMA","MIRAFLORES","AV. AREQUIPA N° 4305","-12.108934","-77.03051","27.99","3","24.99","23.99","27.99"
"9473","Repsol","LIMA","MIRAFLORES","AV. AREQUIPA 5080 ESQ. CON ENRIQUE PALACIOS","-12.11678","-77.02962","27.99","3","24.99","23.99","27.99"
"7135","AVA (Global Fuel)","LIMA","PUEBLO LIBRE","AV. DEL RIO Nº 110","-12.066949","-77.05457","25.99","0","25.99","23.99","26.99"
"35025","AVA (Global Fuel)","LIMA","SANTIAGO DE SURCO","ESQUINA AV. EL POLO Y AV. RAUL FERRERO (CLUB GOLF LOS INCAS N° 493 MZ. C LT. 13)","-12.093528","-76.96721","25.99","0","25.99","23.99","26.59"
"16028","AVA (Global Fuel)","LIMA","RIMAC","AV. SAMUEL ALCAZAR N° 801","-12.026912","-77.0337","26.39","0","26.39","25.39","27.99"
"7046","AVA (Global Fuel)","LIMA","SANTIAGO DE SURCO","AV. PRIMAVERA Nº 1695 - CENTRO COMERCIAL MONTERRICO","-12.10887","-76.9709","26.59","0","26.59","23.99","26.99"
"35059","AVA (Global Fuel)","LIMA","SANTIAGO DE SURCO","AV.PRIMAVERA N° 1204-1212, ESQUINA CON JR. JERONIMO DE ALIAGA SUR (LTS. 25,26 DE LA MZ. H, URB. VALLE HERMOSO DE MONTERRICO - ZONA ESTE)","-12.110318","-76.97643","27.45","0","27.45","23.95","27.99"
"18879","AVA (Global Fuel)","LIMA","SAN ISIDRO","AV. CAMINO REAL N° 1298","-12.107079","-77.03976","27.99","0","27.99","26.89","26.99"
"9355","AVA (Global Fuel)","LIMA","SAN ISIDRO","AV. GENERAL PEZET N° 1301","-12.103124","-77.05182","27.99","0","27.99","26.89","26.99"
"18820","AVA (Global Fuel)","LIMA","MIRAFLORES","AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS","-12.114357","-77.03721","27.99","0","27.99","26.89","26.99"
