Nombre,Latitude,Longitude,Marca,Distrito,Zona,Direccion,Premium_con_descuento,Premium_lista,Descuento,Regular_lista,Diesel_lista,Codigo_Osinergmin,Actualizado
"Primax S/ 22.49","-12.07834","-77.08427","Primax","SAN MIGUEL","Lima","AV. LA MARINA N° 2185, ESQUINA AV. RIVA AGÜERO","22.49","23.49","1.00","21.89","26.89","7955","2026-09-23"
"Primax S/ 22.49","-12.085209","-77.093834","Primax","SAN MIGUEL","Lima","AV. LA PAZ 1200, ESQUINA CALLE FRANCISCO DE ZELA","22.49","23.49","1.00","21.19","26.49","8479","2026-09-23"
"Primax S/ 22.49","-12.086471","-77.09147","Primax","SAN MIGUEL","Lima","AV. LA PAZ N° 915. ESQ. CON CALLE INCLAN","22.49","23.49","1.00","21.19","26.49","8586","2026-09-23"
"Primax S/ 22.49","-12.100746","-76.99435","Primax","SAN BORJA","Lima","ESQ. DE LA AV. SAN LUIS N° 2605 CON SAN BORJA SUR","22.49","23.49","1.00","21.49","25.39","15207","2026-09-23"
"Primax S/ 22.49","-12.098237","-76.995155","Primax","SAN BORJA","Lima","AV. SAN LUIS Nº 2480","22.49","23.49","1.00","21.49","25.39","16645","2026-09-23"
"Primax S/ 22.49","-12.06996","-76.95112","Primax","LA MOLINA","Lima","AV. PROLONGACION JAVIER PRADO ESTE N° 610 - URB. LA RIVIERA DE MONTERRICO","22.49","23.49","1.00","22.29","25.79","7003","2026-09-23"
"Primax S/ 22.49","-12.07304","-76.96467","Primax","LA MOLINA","Lima","AV. LOS FRUTALES N° 994, ACUMULACIÓN DE LOS LOTES 1 Y 2, MANZANA A, URBANIZACIÓN CAMINO REAL","22.49","23.49","1.00","22.29","25.49","97328","2026-09-23"
"Repsol S/ 22.49","-12.10735","-77.01062","Repsol","SURQUILLO","Lima","AV. JOSE GÁLVEZ BARRENECHEA N° 1146 (ANTES AV. PRINCIPAL) ESQ. CON CALLE 32 URB. VILLA VICTORIA","22.49","25.49","3.00","22.99","27.99","16617","2026-09-23"
"Repsol S/ 22.49","-12.148319","-76.9861","Repsol","SANTIAGO DE SURCO","Lima","AV. TOMAS MARSANO ESQUINA CON AV. LOS PROCERES","22.49","25.49","3.00","23.49","27.99","16641","2026-09-23"
"Repsol S/ 22.49","-12.16145","-76.95651","Repsol","SAN JUAN DE MIRAFLORES","Lima","AV. LOS HEROES N° 1366 -1372, URB. JARDIN","22.49","25.49","3.00","23.49","27.99","7026","2026-09-23"
"Repsol S/ 22.49","-12.091601","-77.030426","Repsol","SAN ISIDRO","Lima","AV. PASEO PARODI 220","22.49","25.49","3.00","22.99","26.99","9622","2026-09-23"
"Repsol S/ 22.49","-12.089751","-77.017715","Repsol","LA VICTORIA","Lima","AV. JAVIER PRADO ESTE Nº 1099 INTER. CON LA AV. NICOLAS ARRIOLA","22.49","25.49","3.00","22.99","27.99","8101","2026-09-23"
"Repsol S/ 22.49","-12.076208","-76.96363","Repsol","LA MOLINA","Lima","AV. JAVIER PRADO ESTE N° 5313 CON AV. LOS FRUTALES","22.49","25.49","3.00","22.99","27.99","14682","2026-09-23"
"Repsol S/ 22.49","-12.029673","-76.99872","Repsol","EL AGUSTINO","Lima","AV. PRIMERO DE MAYO N° 3090","22.49","25.49","3.00","23.99","27.99","19948","2026-09-23"
"Repsol S/ 22.49","-12.05339","-76.94191","Repsol","ATE","Lima","AV. SEPARADORA INDUSTRIAL N° 3085, URB. MAYORAZGO CHICO, MZ. N, LOTES 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 Y 17","22.49","25.49","3.00","21.99","27.99","18555","2026-09-23"
"Repsol S/ 22.49","-12.059874","-76.95122","Repsol","ATE","Lima","ESQ. AV. LOS INGENIEROS Y AV. SEPARADORA INDUSTRIAL N° 2503, MZ. E LOTE 14-2, URB. STA. RAQUEL 2DA. ETAPA","22.49","25.49","3.00","21.99","27.99","34770","2026-09-23"
"Repsol S/ 22.49","-12.060352","-76.96222","Repsol","ATE","Lima","AV. LA MOLINA N° 448","22.49","25.49","3.00","21.99","27.99","6824","2026-09-23"
"AVA S/ 22.59","-12.072066","-77.05769","AVA","PUEBLO LIBRE","Lima","AV. SIMÓN BOLIVAR 496 - 498, ESQUINA JR. BELGRANO 110 - 120","22.59","22.59","0.00","21.59","26.99","87014","2026-09-23"
"AVA S/ 22.59","-12.064704","-76.99077","AVA","SAN LUIS","Lima","AV. NICOLAS ARRIOLA N° 3191","22.59","22.59","0.00","21.59","26.99","14715","2026-09-23"
"AVA S/ 22.59","-12.033838","-77.0383","AVA","RIMAC","Lima","AV. FRANCISCO PIZARRO Nº 770, 772, 774, 776, 778, 780, 782, 784 Y 786 ESQ. CON AV. FELIPE ARANCIBIA","22.59","22.59","0.00","20.99","25.99","112178","2026-09-23"
"Primax S/ 22.59","-12.1195","-77.02522","Primax","MIRAFLORES","Lima","AV. PASEO DE LA REPUBLICA N° 5545 ESQUINA CON LA AV. RICARDO PALMA","22.59","23.59","1.00","21.59","25.89","16703","2026-09-23"
"Primax S/ 22.59","-12.1276","-77.0104","Primax","MIRAFLORES","Lima","AV. BENAVIDES N° 2116","22.59","23.59","1.00","21.89","24.99","9539","2026-09-23"
"Primax S/ 22.69","-12.135245","-77.00719","Primax","SANTIAGO DE SURCO","Lima","AV. MARISCAL CASTILLA N° 905","22.69","23.69","1.00","21.99","25.39","9423","2026-09-23"
"Primax S/ 22.69","-12.0971","-77.0717","Primax","MAGDALENA DEL MAR","Lima","AV. BRASIL N° 4191 - 4193 ESQ. CON AV. DEL EJERCITO Y JR. HIPOLITO UNANUE","22.69","23.69","1.00","22.29","25.89","16728","2026-09-23"
"Primax S/ 22.79","-12.067215","-77.09726","Primax","SAN MIGUEL","Lima","AV. ELMER FAUCETT NO. 384","22.79","23.79","1.00","21.49","27.49","6780","2026-09-23"
"Primax S/ 22.79","-12.102726","-77.02779","Primax","SAN ISIDRO","Lima","AV. PASEO DE LA REPUBLICA Nº 3890 CON AV. ARAMBURU","22.79","23.79","1.00","21.99","26.49","18429","2026-09-23"
"Primax S/ 22.79","-12.010266","-77.07019","Primax","LOS OLIVOS","Lima","AV. TOMAS VALLE, ESQUINA AV. BETA, SECCION A-1, FUNDO GARAGAY BAJO, SECTOR B","22.79","23.79","1.00","22.09","26.79","86138","2026-09-23"
"AVA S/ 22.89","-12.049272","-77.0536","AVA","BREÑA","Lima","ESQUINA AV. ZORRITOS Y AV. TINGO MARÍA","22.89","22.89","0.00","21.59","26.99","8224","2026-09-23"
"Primax S/ 22.89","-12.103248","-77.05831","Primax","SAN ISIDRO","Lima","AV. AUGUSTO PEREZ ARANIBAR (ANTES AV. DEL EJERCITO) N° 2199 ESQ. AV. SALAVERRY","22.89","23.89","1.00","21.69","25.89","16619","2026-09-23"
"Primax S/ 22.89","-12.093612","-77.05724","Primax","MAGDALENA DEL MAR","Lima","AV JAVIER PRADO N° 2504 ESQUINA CALLE FLORA TRISTAN","22.89","23.89","1.00","21.89","25.69","16803","2026-09-23"
"Primax S/ 22.89","-12.100342","-77.062","Primax","MAGDALENA DEL MAR","Lima","AV. DEL EJERCITO N° 965, 967 Y 973, LOTES 1, 3, 16C, 17 Y 18 DE LA MZ. 68, URB. SAN FELIPE","22.89","23.89","1.00","21.89","25.89","6779","2026-09-23"
"Primax S/ 22.89","-12.084034","-77.05193","Primax","JESUS MARIA","Lima","GREGORIO ESCOBEDO ESQ. CON HUIRACOCHA","22.89","23.89","1.00","21.89","25.89","8332","2026-09-23"
"AVA S/ 22.99","-12.075592","-77.03486","AVA","LIMA","Lima","AV. PETIT THOUARS N° 1148, URB. SANTA. BEATRIZ","22.99","22.99","0.00","21.59","26.99","16612","2026-09-23"
"AVA S/ 22.99","-11.871835","-77.12705","AVA","VENTANILLA","Callao","AV. PRECURSORES N° 202 (EX CARRETERA A VENTANILLA KM. 5.5)","22.99","22.99","0.00","21.59","25.59","7133","2026-09-23"
"Primax S/ 22.99","-12.0788","-77.08198","Primax","SAN MIGUEL","Lima","AV. LA MARINA N° 2001 ESQ. CON UNIVERSITARIA","22.99","23.99","1.00","22.19","26.15","6957","2026-09-23"
"Primax S/ 22.99","-12.098619","-77.03222","Primax","SAN ISIDRO","Lima","AV. REPUBLICA DE COLOMBIA N° 105-109","22.99","23.99","1.00","22.19","25.89","6765","2026-09-23"
"Primax S/ 22.99","-12.095036","-77.0502","Primax","SAN ISIDRO","Lima","AV. JAVIER PRADO OESTE N° 1895 ESQUINA CALLE LOS CASTAÑOS","22.99","23.99","1.00","21.69","25.89","9113","2026-09-23"
"Primax S/ 22.99","-12.086208","-76.99304","Primax","SAN BORJA","Lima","AV. AGUSTIN DE LA ROSA TORO N° 1312-1330-1334-1342-1346-1354-1358 ESQUINA CON AV. JAVIER PRADO ESTE N° 3095 URB. JACARANDA II - SECTOR CINCO","22.99","23.99","1.00","22.29","25.59","8035","2026-09-23"
"Primax S/ 22.99","-12.091887","-76.95276","Primax","LA MOLINA","Lima","ESQ. AV. RAUL FERRERO CON AV. ALAMEDA DEL CORREGIDOR","22.99","23.99","1.00","22.79","25.99","20129","2026-09-23"
"Repsol S/ 22.99","-12.105375","-77.00084","Repsol","SAN BORJA","Lima","AV. AVIACION N° 3401","22.99","25.99","3.00","23.99","27.99","9584","2026-09-23"
"Repsol S/ 22.99","-12.071739","-77.02999","Repsol","LA VICTORIA","Lima","AV. IQUITOS N° 1100. ESQUINA CON JIRON ITALIA N° 100","22.99","25.99","3.00","23.99","27.99","31927","2026-09-23"
"Repsol S/ 22.99","-12.194162","-77.00259","Repsol","CHORRILLOS","Lima","PROLONGACIÓN AV. DEFENSORES DEL MORRO (EX HUAYLAS) N° 324-326, ESQUINA AV. JOSÉ ANTONIO LAVALLE N° 105, URB. SAN JUAN BAUTISTA DE VILLA","22.99","25.99","3.00","23.99","27.99","7800","2026-09-23"
"Repsol S/ 22.99","-11.97053","-76.75213","Repsol","CHACLACAYO","Lima","NICOLAS AYLLON Nº 2274","22.99","25.99","3.00","23.99","27.99","8590","2026-09-23"
"Repsol S/ 22.99","-12.01694","-76.89136","Repsol","ATE","Lima","AV. NICOLAS AYLLON N° 7174, URB. PARCELACIÓN LA ESTRELLA","22.99","25.99","3.00","23.99","27.99","8225","2026-09-23"
"Repsol S/ 22.99","-11.996818","-77.12426","Repsol","CALLAO","Callao","AV. ELMER FAUCETT 6000 Y ESQUINA CON NESTOR GAMBETA S/N","22.99","25.99","3.00","23.99","27.99","16636","2026-09-23"
"Primax S/ 23.19","-12.075164","-76.93601","Primax","LA MOLINA","Lima","AV. MELGAREJO, ESQ. CON LA AV. UNIVERSIDAD","23.19","24.19","1.00","22.99","25.99","14648","2026-09-23"
"Repsol S/ 23.19","-12.139188","-77.01759","Repsol","BARRANCO","Lima","AV. REPUBLICA DE PANAMA N° 290","23.19","26.19","3.00","23.99","27.99","6876","2026-09-23"
"Primax S/ 23.29","-11.863831","-77.06725","Primax","PUENTE PIEDRA","Lima","AV. INDUSTRIAL, MZ. F LOTE 5, ESQUINA AV. SAN JUAN, URB. LAS VEGAS","23.29","24.29","1.00","22.69","26.79","123805","2026-09-23"
"Primax S/ 23.29","-12.030923","-77.0954","Primax","CALLAO","Callao","ESQ. AV. QUILCA CON CALLE 10 - URB. SAN ALFONSO SANTA IRENE, MZ. A, LT. 01 Y 02","23.29","24.29","1.00","21.65","26.39","64257","2026-09-23"
"Repsol S/ 23.49","-12.092049","-77.01356","Repsol","SAN ISIDRO","Lima","AV. JOSE GALVEZ BARRENECHEA Nº 211 ESQUINA CON AV. DEL PARQUE NORTE Nº 590","23.49","26.49","3.00","23.99","27.99","14693","2026-09-23"
"Repsol S/ 23.49","-12.102648","-77.01493","Repsol","SAN ISIDRO","Lima","AV. DEL PARQUE SUR N° 285 ESQ. AV. GUARDIA CIVIL","23.49","26.49","3.00","23.99","27.99","16640","2026-09-23"
"Repsol S/ 23.49","-12.103661","-77.0148","Repsol","SAN ISIDRO","Lima","AV. GUARDIA CIVIL N° 1109 ESQ. CON AV. DEL PARQUE SUR N° 314","23.49","26.49","3.00","23.99","27.99","21001","2026-09-23"
"Repsol S/ 23.49","-12.086843","-76.992096","Repsol","SAN BORJA","Lima","AV. JAVIER PRADO ESTE Nº 3160","23.49","26.49","3.00","23.99","27.99","87554","2026-09-23"
"Repsol S/ 23.49","-12.120389","-77.01804","Repsol","MIRAFLORES","Lima","AV. ROOSEVELT N° 5672 ESQ. AV. MONSEÑOR ROCA Y BOLOÑA N° 385","23.49","26.49","3.00","23.99","27.99","17953","2026-09-23"
"Repsol S/ 23.49","-12.130307","-77.017845","Repsol","MIRAFLORES","Lima","AV. ROOSEVELT N° 6471, 6475, 6479, 6481, 6483, 6485, 6489, 6491 Y AV. 28 DE JULIO N° 1541","23.49","26.49","3.00","23.99","27.99","9507","2026-09-23"
"Repsol S/ 23.49","-12.060077","-77.035","Repsol","LA VICTORIA","Lima","AV. PASEO DE LA REPUBLICA N° 301","23.49","26.49","3.00","23.99","27.99","18819","2026-09-23"
"Repsol S/ 23.49","-12.091892","-76.95277","Repsol","LA MOLINA","Lima","AV. RAUL FERRERO N° 1313B CON CALLE LAS RETAMAS URB. LOS SIRIUS I ETAPA","23.49","26.49","3.00","23.99","27.99","6826","2026-09-23"
"Repsol S/ 23.49","-12.08539","-76.88673","Repsol","LA MOLINA","Lima","AV. LA MOLINA N° 2880, URB. EL SAUCE DE LA RINCONADA","23.49","26.49","3.00","23.99","27.99","7247","2026-09-23"
"Repsol S/ 23.49","-12.075269","-76.95524","Repsol","LA MOLINA","Lima","AV. LA MOLINA N° 1310 (EX AV. LA UNIVERSIDAD N° 210)","23.49","26.49","3.00","23.99","27.99","9577","2026-09-23"
"Repsol S/ 23.49","-12.196624","-77.01056","Repsol","CHORRILLOS","Lima","AV. ALAMEDA SUR INTERSECCIÓN CON LA AV. SAN MARCOS TERCERA ETAPA, SECTOR 2, MZ. C3-1, LT. 1","23.49","26.49","3.00","23.99","27.99","18550","2026-09-23"
"Repsol S/ 23.49","-12.077261","-76.97616","Repsol","ATE","Lima","AV. EVITAMIENTO N° 1904 MZ. B LOTES 1-6, URB. LOS PARQUES DE MONTERRICO","23.49","26.49","3.00","23.99","27.99","14622","2026-09-23"
"AVA S/ 23.59","-12.105869","-77.01822","AVA","SURQUILLO","Lima","AV. REPUBLICA DE PANAMA N° 4101 ESQ. AV. TOMAS MARSANO","23.59","23.59","0.00","21.59","26.99","6788","2026-09-23"
"AVA S/ 23.59","-12.131597","-76.998985","AVA","SANTIAGO DE SURCO","Lima","AV. SANTIAGO DE SURCO N° 3291, ESQUINA CON LOS ALAMOS LOTES 4 Y 5","23.59","23.59","0.00","21.59","26.99","21054","2026-09-23"
"Primax S/ 23.69","-12.116534","-77.04502","Primax","MIRAFLORES","Lima","AV. EL EJERCITO N° 412-422","23.69","24.69","1.00","22.69","25.39","8247","2026-09-23"
"AVA S/ 23.89","-12.142791","-77.01802","AVA","BARRANCO","Lima","AV. BOLOGNESI CUADRA 8, ESQ. CON CALLE TIRAVANTI","23.89","23.89","0.00","21.89","26.99","9488","2026-09-23"
"AVA S/ 23.99","-12.102356","-77.02093","AVA","SURQUILLO","Lima","AV. ANDRÉS ARAMBURÚ N° 904 - 908","23.99","23.99","0.00","21.99","26.99","9220","2026-09-23"
"AVA S/ 23.99","-12.063762","-77.02077","AVA","LA VICTORIA","Lima","AV. BAUZATE Y MEZA N° 1050","23.99","23.99","0.00","21.99","26.99","83435","2026-09-23"
"Repsol S/ 23.99","-12.077632","-77.08987","Repsol","SAN MIGUEL","Lima","AV. LA MARINA N° 2530","23.99","26.99","3.00","23.49","27.99","8539","2026-09-23"
"Repsol S/ 23.99","-12.110211","-76.97985","Repsol","SAN BORJA","Lima","AV. PRIMAVERA N° 1095, ESQUINA CON CALLE CANARIAS N° 101","23.99","26.99","3.00","23.99","27.99","18871","2026-09-23"
"Repsol S/ 23.99","-12.110712","-77.04632","Repsol","MIRAFLORES","Lima","AV. ANGAMOS OESTE N° 1685","23.99","26.99","3.00","23.99","27.99","7039","2026-09-23"
"Primax S/ 24.09","-12.110064","-76.97733","Primax","SANTIAGO DE SURCO","Lima","AV. ANGAMOS ESTE N° 1159 (ANTES: AV. PRIMAVERA N° 1159), URB. VALLE HERMOSO DE MONTERRICO","24.09","25.09","1.00","22.19","25.59","13930","2026-09-23"
"Repsol S/ 24.45","-12.110493","-76.97971","Repsol","SANTIAGO DE SURCO","Lima","AV. PROLONGACION PRIMAVERA N° 1120 MZ. P LT. 1-2","24.45","27.45","3.00","23.95","27.99","7086","2026-09-23"
"Repsol S/ 24.49","-12.098924","-76.97078","Repsol","SANTIAGO DE SURCO","Lima","AV. EL DERBY N° 109 ESQUINA CON AV. EL POLO","24.49","27.49","3.00","24.99","27.99","17946","2026-09-23"
"Repsol S/ 24.49","-12.129528","-77.02349","Repsol","MIRAFLORES","Lima","AV. 28 DE JULIO N° 904","24.49","27.49","3.00","23.99","27.99","15215","2026-09-23"
"Repsol S/ 24.49","-12.11058","-77.05126","Repsol","MIRAFLORES","Lima","AV. DEL EJERCITO N° 1295","24.49","27.49","3.00","23.99","27.99","15234","2026-09-23"
"Repsol S/ 24.49","-12.117488","-77.04406","Repsol","MIRAFLORES","Lima","AV. DEL EJERCITO N° 290","24.49","27.49","3.00","23.99","27.99","19963","2026-09-23"
"Repsol S/ 24.49","-12.108934","-77.03051","Repsol","MIRAFLORES","Lima","AV. AREQUIPA N° 4305","24.49","27.49","3.00","23.99","27.99","7130","2026-09-23"
"Repsol S/ 24.49","-12.11678","-77.02962","Repsol","MIRAFLORES","Lima","AV. AREQUIPA 5080 ESQ. CON ENRIQUE PALACIOS","24.49","27.49","3.00","23.09","27.99","9473","2026-09-23"
"AVA S/ 24.59","-12.1682205","-76.951294","AVA","VILLA MARIA DEL TRIUNFO","Lima","AV. PACHACUTEC N° 2334","24.59","24.59","0.00","22.99","25.99","6759","2026-09-23"
"AVA S/ 24.59","-12.128552","-77.00471","AVA","MIRAFLORES","Lima","AV. BENAVIDES N° 2849","24.59","24.59","0.00","21.89","26.99","18821","2026-09-23"
"AVA S/ 24.99","-12.042799","-76.970795","AVA","SANTA ANITA","Lima","AV. SANTIAGO DE CHUCO N° 501 ESQUINA CON AV. APURIMAC – COOPERATIVA UNIVERSAL","24.99","24.99","0.00","23.59","26.99","8157","2026-09-23"
"AVA S/ 25.99","-12.066949","-77.05457","AVA","PUEBLO LIBRE","Lima","AV. DEL RIO Nº 110","25.99","25.99","0.00","23.99","26.99","7135","2026-09-23"
"AVA S/ 25.99","-12.093528","-76.96721","AVA","SANTIAGO DE SURCO","Lima","ESQUINA AV. EL POLO Y AV. RAUL FERRERO (CLUB GOLF LOS INCAS N° 493 MZ. C LT. 13)","25.99","25.99","0.00","23.99","26.59","35025","2026-09-23"
"AVA S/ 26.39","-12.026912","-77.0337","AVA","RIMAC","Lima","AV. SAMUEL ALCAZAR N° 801","26.39","26.39","0.00","25.39","27.99","16028","2026-09-23"
"AVA S/ 26.59","-12.10887","-76.9709","AVA","SANTIAGO DE SURCO","Lima","AV. PRIMAVERA Nº 1695 - CENTRO COMERCIAL MONTERRICO","26.59","26.59","0.00","23.99","26.99","7046","2026-09-23"
"AVA S/ 27.45","-12.110318","-76.97643","AVA","SANTIAGO DE SURCO","Lima","AV.PRIMAVERA N° 1204-1212, ESQUINA CON JR. JERONIMO DE ALIAGA SUR (LTS. 25,26 DE LA MZ. H, URB. VALLE HERMOSO DE MONTERRICO - ZONA ESTE)","27.45","27.45","0.00","23.95","27.99","35059","2026-09-23"
"AVA S/ 27.99","-12.107079","-77.03976","AVA","SAN ISIDRO","Lima","AV. CAMINO REAL N° 1298","27.99","27.99","0.00","26.89","26.99","18879","2026-09-23"
"AVA S/ 27.99","-12.103124","-77.05182","AVA","SAN ISIDRO","Lima","AV. GENERAL PEZET N° 1301","27.99","27.99","0.00","26.89","26.99","9355","2026-09-23"
"AVA S/ 27.99","-12.114357","-77.03721","AVA","MIRAFLORES","Lima","AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS","27.99","27.99","0.00","26.89","26.99","18820","2026-09-23"
